News ID,Date,Title,Content,Image URL
87373,ජන 18 ප.ව.  4:10,සපුගස්කන්ද හා කැලණිතිස්ස බලාගාරයේ විදුලි උත්පාදන යන්ත්‍ර දෙකක් නවතියි,"ඉන්ධන නොමැතිකම හේතුවෙන් සපුගස්කන්ද බලාගාරයේ මෙගාවොට් 63 ක විදුලි උත්පාදන යන්ත්‍රයක් නතර කර තිබෙනවා.  කෙසේ වෙතත්, මේ වන විට ඛණිජ තෙල් නීතිගත සංස්ථාව මඟින් ඉන්ධන මෙට්‍රික් ටොන් 900ක් ලංකා විදුලිබල මණ්ඩලයට ලබා දීමට ආරම්භ කර ඇති බවයි ලංකා විදුලිබල මණ්ඩල මාධ්‍ය ප්‍රකාශකවරයා සඳහන් කළේ.  මේ අතර කැළණිතිස්ස බලාගාරයේ මෙගාවොට් 63 ක විදුලි ජනන යන්ත්‍රයක් ද  ඉන්ධන නොමැතිවීම හේතුවෙන් නතරවී ඇති අතර එයටද ඉන්ධන මෙට්‍රික් ටොන් 900ක් සැපයීම සිදු කරන බවයි විදුලිබල මණ්ඩලය වැඩිදුරටත් සඳහන් කළේ.",https://news.bhashalanka.com/image-library/electricity.png
87374,ජන 18 ප.ව.  4:24,ඛනිජ තෙල් නිෂ්පාදන මිලදී ගැනීමට ඉන්දියාවෙන් ඩොලර් මිලියන 500 ක ණයක්,"ඛනිජ තෙල් නිෂ්පාදන මිලදී ගැනීම සඳහා ඉන්දියාව විසින් ඩොලර් මිලියන 500 ක ණය මාර්ගයක් ශ්‍රී ලංකාවට ලබාදුන් බව ශ්‍රී ලංකාවේ ඉන්දියානු මහ කොමසාරිස් කාර්යාලය පවසනවා.  අදාළ නිවේදනය පහතින්,",https://news.bhashalanka.com/image-library/india-srilanka-flag.jpg
87375,ජන 18 ප.ව.  6:00,ශ්‍රී ලංකාවට ලකුණු 303 ක ඉලක්කයක්,සංචාරක සිම්බාබ්වේ කණ්ඩායම හා ශ්‍රී ලංකා කණ්ඩායම අතර පැවැත්වෙන දෙවන එක්දින තරඟය අද පැවැත්වෙනවා.  ඒ අනුව තරඟයේ කාසියේ වාසිය දිනා පළමුවෙන් පන්දුවට පහරදුන් සිම්බාබ්වේ කණ්ඩායම කඩුළු 8 ක් දැවී ලකුණු 302 ක් ලබා ගැනීමට සමත් වුණා.  පන්දුවට පහරදීමේදී Craig Ervine ලකුණු 91 ක් රැස් කිරීමට සමත් වුණා.  පන්දු යැවීමේදී ශ්‍රී ලංකාව වෙනුවෙන් ජෙෆ්රි වැන්ඩර්සේ කඩුලු 3 ක් හා නුවන් ප්‍රදීප් කඩුලු 2 ක් හා චාමික කරුණාරත්න හා මහේෂ් තීක්ෂණ කඩුලු 1 බැඟින් බිඳහෙළීමට සමත් වුණා.  ඒ අනුව ශ්‍රී ලංකාවට ජයග්‍රහණය සඳහා ලකුණු 303 ක් ලබාගත යුතුයි.,https://news.bhashalanka.com/image-library/srilanka-vs-zim-odi2.jpg
87376,ජන 18 ප.ව.  6:03,තවත් කොරෝනා මරණ 13 ක් වාර්තා වෙයි,"ඊයේ (17) දිනය තුළ කොරෝනා ආසාදිත මරණ‍‍ 13 ක් සිදු වී ඇති බව සෞඛ්‍ය අධ්‍යක්ෂක ජනරාල්වරයා තහවුරු කරනවා.  මිය ගිය අය අතරට වයස අවුරුදු 30 - 59 අතර පුද්ගලයින් 02 ක්, අවුරුදු 60 වැඩි පුද්ගලයින් 11 දෙනෙක් අයත්.  ඒ සමඟින් මෙර​ට කොරෝනා ආසාදිතව මියගිය සංඛ්‍යාව 15,231 ක් දක්වා ඉහළ ගොස් තිබෙනවා.  සිය​ලු කොරෝනා තතු: https://helakuru.lk/corona",https://news.bhashalanka.com/image-library/corona_death_2.jpg
87377,ජන 18 ප.ව.  7:17,ශ්‍රී ලංකාවේ පළමු ගුවන් හමුදාපතිවරයා අභාවප්‍රාප්ත වෙයි,ශ්‍රී ලංකාවේ පළමු ගුවන් හමුදාපතිවරයා වූ එයාර් චීෆ් මාර්ෂල් පත්මන් හරිප්‍රසාද් මෙන්ඩිස් අභාවප්‍රාප්ත වී තිබෙනවා.  ඔහු 1951 වසරේ අගෝස්තු මස 08 වන දින රාජකීය ලංකා ගුවන් හමුදාවේ පස්වන ආධුනික නිළධාරියා ලෙස රාජකිය ලංකා ගුවන් හමුදාවට එක් වී තිබෙනවා.  දේහය පිළිබඳව අවසන් කටයුතු හෙට (19) පස්වරුවේ ගල්කිස්ස නිසල සෙවන පොදු සුසාන භූමියේදි පූර්ණ ගුවන් හමුදා ගෞරව සහිතව සිදු කිරිමට නියමිතයි.,https://news.bhashalanka.com/image-library/first-air-commander.jpg
87378,ජන 18 ප.ව.  7:22,අද කොරෝනා ආසාදිතයින් 672 ක්,අද (18) දිනයේ වාර්තා වූ කොරෝනා ආසාදිතයන් සංඛ්‍යාව 672 ක් බව සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්වරයා තහවුරු කරනවා.  සියලු කොරෝනා තතු: https://helakuru.lk/corona,https://news.bhashalanka.com/image-library/1603894178corona-update.jpg
87379,ජන 18 ප.ව.  10:22,සිම්බාබ්වේ කණ්ඩායමට ලකුණු 22 ජයක්,"සංචාරක සිම්බාබ්වේ කණ්ඩායම හා ශ්‍රී ලංකා කණ්ඩායම අතර පැවැත්වෙන දෙවන එක්දින තරඟය ලකුණු 22  කින් ජය ගැනීමට සිම්බාබ්වේ කණ්ඩායම සමත් වුණා.  ඒ අනුව තරඟයේ කාසියේ වාසිය දිනා පළමුවෙන් පන්දුවට පහරදුන් සිම්බාබ්වේ කණ්ඩායම කඩුළු 8 ක් දැවී ලකුණු 303 ක් ලබා ගත්තා.  පන්දුවට පහරදීමේදී Craig Ervine ලකුණු 91 ක් රැස් කිරීමට සමත් වුණා.  පන්දු යැවීමේදී ශ්‍රී ලංකාව වෙනුවෙන් ජෙෆ්රි වැන්ඩර්සේ කඩුලු 3 ක් හා නුවන් ප්‍රදීප් කඩුලු 2 ක් හා චාමික කරුණාරත්න හා මහේෂ් තීක්ෂණ කඩුලු 1 බැඟින් බිඳහෙළීමට සමත් වුණා.  පිළිතුරු ඉනිම ක්‍රීඩා කළ ශ්‍රී ලංකා කණ්ඩායම සිය පන්දුවාර 50 තුළ කඩුලු 9 ක් දැවී ලබා ගැනීමට හැකිවූයේ ලකුණු 280 ක් පමණයි.  පන්දුවට පහරදීමේදී දසුන් ශානක ලකුණු 102 ක් , කමිදු මෙන්ඩිස් ලකුණු 57 ක් හා චාමික කරුණාරත්න ලකුණු 34 ක් ලබා ගැනීමට සමත් වුණා.",https://news.bhashalanka.com/image-library/srilanka-vs-zim-odi2.jpg
87380,ජන 19 පෙ.ව.  5:52,ඊයේ සමස්ත කොරෝනා ආසාදිතයන් 672 ක් - පෙරේදා මරණ 13 ක්,"ඊයේ (18) දිනයේ නැවතත් දෛනික කොරෝනා ආසාදිතයන් 600 සීමාව ඉක්මවා ගියා.  ඒ අනුව ඊයේ දිනයේ ආසාදිතයන් 672 ක් ශ්‍රී ලංකාවෙන් වාර්තා වුණා.  ඊයේ දේශීයව ආසාදිතයන් 667 ක් හඳුනාගත් අතර විදෙස් රටවල සිට පැමිණි 5 දෙනෙකු කොරෝනා ආසාදිතයන් ලෙස හඳුනාගෙන තිබුණා.  මේ වන විට මෙරට සමස්ත ආසාදිතයන් 597,707 ක් දක්වා ඉහළ ගොස් තිබෙනවා.  ඒ අනුව මේ වන විට සුවය ලැබූ සංඛ්‍යාව 568,506 ක් වන අතර දැනට රෝහල් ගතව ප්‍රතිකාර ලබන සංඛ්‍යාව 13,970 ක් වනවා.  පසුගිය 17 වන දා කොරෝනා මරණ 15 ක් වාර්තා වූ අතර ඒ සමඟින් මෙරට සමස්ත කොරෝනා මරණ සංඛ්‍යාව 15,231 ක් දක්වා ඉහළ ගොස් තිබෙනවා.",https://news.bhashalanka.com/image-library/dawase-corona-saranshaya.jpg
87381,ජන 19 පෙ.ව.  6:00,බොරැල්ල දේවස්ථානයේ බෝම්බ සිද්ධියට විශ්‍රාමික වෛද්‍යවරයෙක් අත්අඩංගුවට,බොරැල්ල ආනන්ද රාජකරුණා මාවතේ සියලු සියළු ශාන්තුවරයින්ගේ දේවස්ථානයට බෝම්බ තැබීමේ සිද්ධිය සම්බන්ධයෙන් විශ්‍රාමික වෛද්‍යවරයෙකු පිලියන්දල ප්‍රදේශයේ දී කොළඹ දකුණ කොට්ඨාස අපරාධ විමර්ශන කාර්යාංශය විසින් අත්අඩංගුවට ගෙන තිබෙනවා.  මීට දින තුනකට පමණ ඉහතදී ඇඹිලිපිටිය පනාමුර ප්‍රදේශයේදී අත්අඩංගුවට ගත් 65 හැවිරිදි සැකකරුගෙන් කළ දීර්ඝ ප්‍රශ්න කිරීමේ දී අනාවරණය වූ තොරතුරු අනුව මෙම පුද්ගලයා අත්අඩංගුවට ගත් බවයි පොලීසිය සඳහන් කළේ.,https://news.bhashalanka.com/image-library/arrested2.jpg
87382,ජන 19 පෙ.ව.  6:03,අද කාලගුණ නිවේදනය,"ඌව පළාතේ සහ අම්පාර සහ මඩකලපුව දිස්ත්‍රික්කවල අද (19) දිනයේ වැසි ස්වල්පයක් ඇතිවිය හැකි බව කාලගුණ විද්‍යා දෙපාර්තනේතුව පවසනවා.  සබරගමුව පළාතෙත්, ගාල්ල, මාතර සහ නුවරඑළිය දිස්ත්‍රික්කවලත් පස්වරු 2.00න් පමණ පසුව ස්ථාන ස්වල්පයක වැසි හෝ ගිගුරුම් සහිත වැසි ඇතිවිය හැකි බවයි එම දෙපාර්තමේන්තුව සඳහන් කරන්නේ.  දිවයිනේ සෙසු ප්‍රදේශවල ප්‍රධාන වශයෙන් වැසි රහිත කාලගුණයක් පවතින බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව විසින් නිකුත් කළ නිවේදනයේ දැක්වෙන්නේ.",https://news.bhashalanka.com/image-library/weather.jpg
87383,ජන 19 පෙ.ව.  6:10,ජනපති ඉදිරිපත් කළ ප්‍රතිපත්ති ප්‍රකාශය ගැන කල් තැබීමේ විවාදය අද ඇරඹේ,නවවැනි පාර්ලිමේන්තුවේ දෙවන සභාවාරය ආරම්භ කරමින් ජනාධිපතිවරයා විසින් ඉදිරිපත් කළ ආණ්ඩුවේ ප්‍රතිපත්ති ප්‍රකාශය සම්බන්ධයෙන් සභාව කල් තැබීමේ විවාදය අද (19) ආරම්භ වනවා.  ඒ අනුව එය අද (19) සහ හෙට (20) පැවැත්වීමට තීරණය කර තිබෙනවා.  කතානායක මහින්ද මහින්ද යාපා අබේවර්ධන ඇතුළු පක්ෂ නායකයන් සහ මන්ත්‍රීවරුන් සමඟ පාර්ලිමේන්තු පරිශ්‍රයේ පැවති විශේෂ රැස්වීමක දී මෙම තීරණය ගෙන තිබෙනවා.,https://news.bhashalanka.com/image-library/parliament-2.jpg
87384,ජන 19 පෙ.ව.  6:52,අද දින කොවිඩ් මර්දන එන්නත ලබා ගත හැකි ස්ථාන 111 ක්,"අද (19) දිවයින පුරා පිහිටි මධ්‍යස්ථාන 111 දී කොවිඩ් මර්දන එන්නත්කරණ කටයුතු සිදුකෙරෙන බව සෞඛ්‍ය අමාත්‍යංශය පවසනවා.  ඒ අනුව පහත සඳහන් ස්ථාන වලදී මහජනතාවට එන්නත ලබාගැනීමේ හැකියාව පවතින බව ජනාධිපති කාර්යාලයේ නිල වෙබ් අඩවියේ පළ කර තිබෙනවා.  එසැණ පැහැදුම : එසැණ මඟින් ජනගත කරන මෙම ලයිස්තුව, සෞඛ්‍ය අමාත්‍යංශය විසින් සකස් කර ජනාධිපති කාර්යාලයෙන් නිකුත් කරන නිල ලයිස්තුව වන අතර, එහි නිරවද්‍යතාවය පිළිබඳ එසැණ වග නොකියයි. එම නිසා එන්නත්කරණය සඳහා නිවසෙන් පිටවීමට ප්‍රථම අදාළ ප්‍රදේශය භාර සෞඛ්‍ය නිලධාරියාගෙන් විමසා අදාළ ස්ථානය තහවුරු කරගන්න.",https://news.bhashalanka.com/image-library/vaccination-srilanka-nurse.png
87385,ජන 19 පෙ.ව.  8:47,නව ජනාධිපති ලේකම් අද වැඩ භාර ගනී,නව ජනාධිපති ලේකම්වරයා ලෙස ගාමිණී සෙනරත් අද (19) පෙරවරු 10.00 ට ජනාධිපති ගෝඨාභය රාජපක්ෂ ඉදිරියේ දී වැඩ භාර ගැනීමට නියමිතව තිබෙනවා.,https://news.bhashalanka.com/image-library/gamini-senarath-2.jpg
87386,ජන 19 පෙ.ව.  8:54,කැලණිතිස්ස බලාගාරයේ තවත් ජනන යන්ත්‍රයක් නවතියි,ඉන්ධන නොමැතිවිම හේතුවෙන් කැලණිතිස්ස විදුලි බලාගාරයේ තවත් එක් ජනන යන්ත්‍රයක් නවතා දමා තිබෙනවා.  මෙගාවොට් 150ක විදුලි ධාරිතාවක් ජාතික විදුලිබල පද්ධතියට ලබාදෙන ජනන යන්ත්‍රයක් මෙලෙස නවතා දමා ඇති බවයි විදුලිබල මණ්ඩලය සඳහන් කළේ.  ඉන්ධන නොමැතිකම හේතුවෙන් ඊයේ (18) දිනයේ සපුගස්කන්ද බලාගාරයේ මෙගාවොට් 63 ක විදුලි උත්පාදන යන්ත්‍රයක් හා කැළණිතිස්ස බලාගාරයේ මෙගාවොට් 63 ක විදුලි ජනන යන්ත්‍රයක්ද අක්‍රිය වුණා.  කෙසේ නමුත් පසුව එම බලාගාර සඳහා ඛණිජ තෙල් නීතිගත සංස්ථාව මඟින් ඉන්ධන මෙට්‍රික් ටොන් 900 බැඟින් ලබාදීමට පියවර ගන්නා බව ප්‍රකාශ කළා.,https://news.bhashalanka.com/image-library/electricity.png
87387,ජන 19 පෙ.ව.  9:00,රිජ්වේ ආර්යා ළමා රෝහලේ ප්‍රතිකාර ලබන කොවිඩ් ආසාදිත දරුවන්ගේ ඉහළ යාමක්,කොළඹ රිජ්වේ ආර්යා ළමා රෝහලේ ප්‍රතිකාර ලබන කොවිඩ් ආසාදිත දරුවන් සංඛ්‍යාවේ සැලකිය යුතු ඉහළයෑමක් පෙන්නුම් කරන බව එම රෝහලේ අධ්‍යක්ෂ විශේෂඥ වෛද්‍ය ජී. විජේසුරිය පවසනවා.  ඒ අනුව මේ වන විට ප්‍රතිකාර ලබන කොවිඩ් ආසාදිත දරුවන් සංඛ්‍යාව 35 දෙනෙක් දක්වා ඉහළ ගොස් ඇති බවයි ඔහු සඳහන් කළේ.  එසේම කාර්ය මණ්ඩලයේද යම් පිරිසකට ආසාදනය වී ඇති බවත් සමස්තයක් ලෙස ආසාදිතයන්ගේ ඉහළ යාමක් පෙන්නුම් කරන බැවින් ජනතාව මේ පිළිබඳව දැඩි අවධානයෙන් යුතුව කටයුතු කළ යුතු බවයි විශේෂඥ වෛද්‍ය ජී. විජේසුරිය පෙන්වා දෙන්නේ.,https://news.bhashalanka.com/image-library/pcr-testing.jpg
87388,ජන 19 පෙ.ව.  9:41,නව අගමැති ලේකම් හෙට වැඩ භාර ගනී,නව අග්‍රාමාත්‍ය ලේකම්වරයා ලෙස අනුර දිසානායක හෙට (20) දිනයේදී අග්‍රාමාත්‍ය කාර්යාලයේ දී වැඩ භාර ගැනීමට නියමිතව තිබෙනවා.  ඔහු වාරිමාර්ග අමාත්‍යාංශයේ ලේකම්වරයා ලෙස මීට පෙර කටයුතු කළා.  අග්‍රාමාත්‍ය ලේකම්වරයා ලෙස මෙතෙක් කටයුතු කළ ගාමිණී සෙනරත් අද (19) ජනාධිපති ලේකම්වරයා ලෙස වැඩ භාර ගැනීමට නියමිතව තිබෙනවා.,https://news.bhashalanka.com/image-library/temple-trees.jpg
87389,ජන 19 පෙ.ව.  10:16,නව ජනාධිපති ලේකම් ධූරයේ වැඩ අරඹයි,නව ජනාධිපති ලේකම්වරයා ලෙස ගාමිණී සෙනරත් මීට සුළු මොහොතකට පෙර සිය ධූරයේ වැඩ ආරම්භ කර තිබෙනවා.,https://news.bhashalanka.com/image-library/gamini-senarath-2.jpg
87390,ජන 19 පෙ.ව.  10:28,"ඩීසල් මෙට්‍රික් ටොන් 37,000 ක් නිදහස් කර ගැනීමට ඩොලර් නිකුත් කෙරේ","නෞකා දෙකක් තුළ ඇති ඩීසල් මෙට්‍රික් ටොන් 37,500 ක් නිදහස් කර ගැනීම සඳහා මහ බැංකුව විසින් ඊයේ (18) ඩොලර් නිකුත් කළ බව බලශක්ති අමාත්‍ය උදය ගම්මන්පිල පවසනවා.  ඒ අනුව එයින් මෙට්‍රික් ටොන් 10,000 ක් විදුලි නිෂ්පාදනය සඳහා ලබාදීමට ඛනිජ තෙල් සංස්ථාවට උපදෙස් ලබාදුන් බවයි අමාත්‍යවරයා සඳහන් කළේ.  ඒ අනුව එම ඉන්ධන තොගය දවස් 8 කට ප්‍රමාණවත් බවයි උදය ගම්මන්පිල අමාත්‍යවරයා වැඩිදුරටත් ප්‍රකාශ කළේ.",https://news.bhashalanka.com/image-library/udaya-gammanpila-1.jpg
87391,ජන 19 පෙ.ව.  10:40,තවත් ගුවන් පාලම් 4 ක් ඉදිකිරීමට කැබිනට් අනුමැතිය,"නව ගුවන් පාලම් 4ක් ඉදිකිරීම සඳහා මහාමාර්ග අමාත්‍යවරයා විසින් ඉදිරිපත් කළ යෝජනාවට කැබිනට් මණ්ඩල අනුමැතිය ලබාදී තිබෙනවා.  හංගේරියානු රජය හා ශ්‍රී ලංකා රජය අතර ඇති කරගත් මුල්‍ය සහයෝගිතාව මත නව පාලම් ඉදිකිරීමට නියමිතයි.  මුත්තෙට්ටුගල දුම්රිය හරස් මාර්ගය හා හිරිපිටිය හන්දිය, පස්යාල මංසන්ධිය, මීගමුව මාරිස්ටෙලා මංසන්ධිය සහ තලවතුගොඩ මංසන්ධිය ට එම නව පාලම් ඉදිකිරීමට නියමිත බවයි අදාළ කැබිනට් තීරණයේ දැක්වෙන්නේ.  අදාළ කැබිනට් තීරණය පහතින්,",https://news.bhashalanka.com/image-library/cabinet-updates.jpg
87392,ජන 19 පෙ.ව.  11:28,කම්කරු සේවක වන්දි ආඥාපනත සංශෝධනය කිරීමට කැබිනට් අනුමැතිය,කම්කරු සේවක වන්දි ආඥා පනත සංශෝධනය කිරීමට අමාත්‍ය මණ්ඩල අනුමැතිය හිමිව තිබෙනවා  ඒ අනුව නීති කෙටුම්පත් සම්පාදක විසින් සකස් කරනු ලැබ ඇති පනත් කෙටුම්පත සඳහා නීතිපතිගේ නිෂ්කාශනය ලැබී ඇති බවයි ගැසට් නිවේදනයේ සඳහන් වන්නේ.  අදාළ පනත් කෙටුම්පත රජයේ ගැසට් පත්‍රයේ පළ කර ඉන් අනතුරුව අනුමැතිය සඳහා පාර්ලිමේන්තුවට ඉදිරිපත් කිරීමට කිරීමට නියමිතව තිබෙනවා.  අදාළ කැබිනට් තීරණය පහතින්.,https://news.bhashalanka.com/image-library/cabinet-updates.jpg
87393,ජන 19 පෙ.ව.  11:52,චීනයෙන් සහල් මෙට්‍රික් ටොන් දස ලක්ෂයක පරිත්‍යාගයක්,"චීනයෙන් මෙරටට සහල් මෙට්‍රික් ටොන් දස ලක්ෂයක ප්‍රමාණයක් පරිත්‍යාගයක් ලෙස ලැබීමට නියමිත බව සම කැබිනට් ප්‍රකාශක, අමාත්‍ය රමේෂ් පතිරණ පවසනවා.  රබර් - සහල් ගිවිසුමට වසර 75ක් සැපිරීම හේතුවෙන් චීන රජය විසින් මෙම පරිත්‍යාගය සිදුකරන බවයි අමාත්‍යවරයා සඳහන් කළේ.  එම සහල් තොගය මාර්තු මාසයේ දී මෙරටට ලැබීමට නියමිතයි.",https://news.bhashalanka.com/image-library/rice.jpg
87394,ජන 19 ප.ව.  12:50,වාරිමාර්ග අමාත්‍යංශයට නව ලේකම්වරයෙක්,අග්‍රාමාත්‍ය ලේකම් ධූරයට ඩී.එම්. අනුර දිසානායක පත් කිරීමෙන් පුරප්පාඩු වූ වාරිමාර්ග අමාත්‍යංශයේ නව ලේකම්වරයා ලෙස K.W අයිවන් ද සිල්වා පත් කර තිබෙනවා.  ඊට අදාළ පත්වීම් ලිපිය අද ජනාධිපතිවරයා විසින් ප්‍රදානය කර තිබෙනවා.,https://news.bhashalanka.com/image-library/government-logo.jpg
87395,ජන 19 ප.ව.  1:05,ශ්‍රී ලංකා වරාය අධිකාරියට නව සභාපතිවරයෙක්,ශ්‍රී ලංකා වරාය අධිකාරියේ නව සභාපතිවරයා ලෙස ආචාර්ය ප්‍රසන්ත ජයමාන්න පත් කර තිබෙනවා.  මීට පෙර ඔහු ශ්‍රී ලංකා වරාය අධිකාරියේ නියෝජ්‍ය සභාපතිවරයා ලෙස කටයුතු කර ඇති බවයි ශ්‍රී ලංකා වරාය අධිකාරිය නිවේදනය කළේ.,https://news.bhashalanka.com/image-library/slpa-1.jpg
87396,ජන 19 ප.ව.  2:06,කැලණිතිස්ස බලාගාරය සම්පූර්ණයෙන් අක්‍රිය වෙයි,කැලණිතිස්ස විදුලි බලාගාරයේ විදුලි ජනන කටයුතු සම්පූර්ණයෙන් නවතා දැමීමට සිදුවූ බව ලංකා විදුලිබල මණ්ඩලය පවසනවා.  මේ හේතුවෙන් ජාතික පද්ධතියට මෙගා වොට් 300 ක් අහිමිවී තිබෙනවා.  කෙසේ නමුත් අද (19) සවස් වන විට ජනන යන්ත්‍ර සඳහා අවශ්‍ය ඉන්ධන ලබාදීමට ලංකා ඛනිජ තෙල් නීතිගත සංස්ථාව එකඟවී ඇති බැවින් විදුලිය කැපීමක් සිදුනොවන බවයි  ලංකා විදුලිබල මණ්ඩලය සඳහන් කළේ.,https://news.bhashalanka.com/image-library/electricity.png
87397,ජන 19 ප.ව.  3:26,අද ප්‍රදේශ කිහිපයකට පැයක් විදුලිය විසන්ධි විය හැකියි - විදුලිබල මණ්ඩලය,කැලණිතිස්ස බලාගාරයේ විදුලි සැපයුම යථා තත්ත්වයට පත් කරන තුරු අද (19) සවස සිට දිවයිනේ ප්‍රදේශ කිහිපයකට පැයක පමණ කාලයක් විදුලිය විසන්ධි වීමේ හැකියාවක් ඇති බව ලංකා විදුලිබල මණ්ඩලයේ මාධ්‍ය ප්‍රකාශකවරයා පවසනවා.,https://news.bhashalanka.com/image-library/power-cut-22.jpg
87398,ජන 19 ප.ව.  3:39,කොළඹ ටෙක්නිකල් හංදිය අවට දැඩි රථ වාහන තදබදයක්,ජනතා විමුක්ති පෙරමුණ විසින් සංවිධානය කළ විරෝධතා පා ගමනක් හේතුවෙන් කොළඹ ටෙක්නිකල් හංදිය අවට ප්‍රදේශයේ දැඩි රථ වාහන තදබදයක් හටගෙන තිබෙනවා.,https://news.bhashalanka.com/image-library/traffic-alert-1.jpg
87399,ජන 19 ප.ව.  3:45,හේමසිරි ප්‍රනාන්දු චෝදනාවලින් නිදහස් කරන්නේද නැද්ද - නියෝගය ලබන 18 වනදා,"පාස්කු ඉරුදින ත්‍රස්ත ප්‍රහාරය සම්බන්ධයෙන් රාජකාරිය පැහැරහැරීම ඇතුළු චෝදනා යටතේ හිටපු ආරක්ෂක ලේකම් හේමසිරි ප්‍රනාන්දු මහතාට එරෙහිව ගොනුකර තිබෙන නඩුවේ සාක්ෂි විභාගය අවසන් කර තිබෙනවා.  ඒ අනුව එම චෝදනාවලින් ඔහු නිදහස් කරන්නේද නැතිනම් විත්ති වාචකය කැඳවන්නේ ද යන නියෝගය ලබන මස 18 වනදා ප්‍රකාශයට පත්කරන බවයි කොළඹ ත්‍රිපුද්ගල මහාධිකරණ විනිසුරු මඩුල්ල නියෝග කළේ.  එම නඩුව අද (19) නාමල් බළල්ලේ, ආදිත්‍ය පටබැඳිගේ සහ මොහොමඩ් ඉර්ෂඩීන් යන ත්‍රිපුද්ගල විනිසුරු මඩුල්ල ඉදිරියේ කැඳවනු ලැබුවා.",https://news.bhashalanka.com/image-library/court.jpg
87400,ජන 19 ප.ව.  6:18,අද විදුලිය කප්පාදු කරන වේලාවන් ප්‍රකාශයට පත් කෙරේ,කැලණිතිස්ස බලාගාරයේ විදුලි සැපයුම තවමත් යථා තත්ත්වයට පත්කර නොමැති බැවින් විදුලිය කප්පාදු කරන වේලාවන් ලංකා විදුලිබල මණ්ඩලය මඟින් ප්‍රකාශයට පත්කර තිබෙනවා.  ඒ අනුව පස්වරු 6.00 සිට 7.45 දක්වා සහ 7.45 සිට 9.30 දක්වා ඇතැම් ප්‍රදේශවලට විදුලිය විසන්ධි වීමට හැකියාව ඇති බවයි විදුලිබල මණ්ඩලය වැඩිදුරටත් සඳහන් කළේ.,https://news.bhashalanka.com/image-library/power-cut-22.jpg
87401,ජන 19 ප.ව.  7:27,තවත් කොරෝනා මරණ 12 ක් වාර්තා වෙයි,"ඊයේ (18) දිනය තුළ කොරෝනා ආසාදිත මරණ‍‍ 12 ක් සිදු වී ඇති බව සෞඛ්‍ය අධ්‍යක්ෂක ජනරාල්වරයා තහවුරු කරනවා.  මිය ගිය අය අතරට වයස අවුරුදු 30 - 59 අතර පුද්ගලයින් 02 ක්, අවුරුදු 60 වැඩි පුද්ගලයින් 10 දෙනෙක් අයත්.  ඒ සමඟින් මෙර​ට කොරෝනා ආසාදිතව මියගිය සංඛ්‍යාව 15,243 ක් දක්වා ඉහළ ගොස් තිබෙනවා.  සිය​ලු කොරෝනා තතු: https://helakuru.lk/corona",https://news.bhashalanka.com/image-library/corona_death_2.jpg
87402,ජන 19 ප.ව.  7:28,අද කොරෝනා ආසාදිතයින් 829 ක්,අද (19) දිනයේ වාර්තා වූ කොරෝනා ආසාදිතයන් සංඛ්‍යාව 829 ක් බව සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්වරයා තහවුරු කරනවා.  සියලු කොරෝනා තතු: https://helakuru.lk/corona,https://news.bhashalanka.com/image-library/1603894178corona-update.jpg
87403,ජන 20 පෙ.ව.  5:57,ඊයේ සමස්ත කොරෝනා ආසාදිතයන් 829 ක් - පෙරේදා මරණ 12 ක්,"ඊයේ (19) දිනයේ නැවතත් දෛනික කොරෝනා ආසාදිතයන් 800 සීමාව ඉක්මවා ගියා.  ඒ අනුව ඊයේ දිනයේ ආසාදිතයන් 829 ක් ශ්‍රී ලංකාවෙන් වාර්තා වුණා.  ඊයේ දේශීයව ආසාදිතයන් 820 ක් හඳුනාගත් අතර විදෙස් රටවල සිට පැමිණි 9 දෙනෙකු කොරෝනා ආසාදිතයන් ලෙස හඳුනාගෙන තිබුණා.  මේ වන විට මෙරට සමස්ත ආසාදිතයන් 598,536 ක් දක්වා ඉහළ ගොස් තිබෙනවා.  ඒ අනුව මේ වන විට සුවය ලැබූ සංඛ්‍යාව 568,637 ක් වන අතර දැනට රෝහල් ගතව ප්‍රතිකාර ලබන සංඛ්‍යාව 14,536 ක් වනවා.  පසුගිය 18 වන දා කොරෝනා මරණ 12 ක් වාර්තා වූ අතර ඒ සමඟින් මෙරට සමස්ත කොරෝනා මරණ සංඛ්‍යාව 15,243 ක් දක්වා ඉහළ ගොස් තිබෙනවා.",https://news.bhashalanka.com/image-library/dawase-corona-saranshaya.jpg
